"species" "Genus" "Family" "Order" "BodyLength_mm" "BodyLength_male" "BodyLength_female" "BodyLength_min" "BodyLength_max" "Litter_size" "Development_total_d" "Development_egg_mean_d" "Development_larva_mean_d" "Development_pupa_mean_d" "Longevity_y" "Semivoltine" "Univoltine" "Bivoltine" "Multivoltine" "Overwintering_egg" "Overwintering_larva" "Overwintering_pupa" "Overwintering_imago" "Activity" "Larva_Diet" "Imago_Diet" "Larva_Diet_range" "Imago_Diet_range" "Diet_Carniv" "Diet_Scav" "Diet_Fungi" "Diet_Root" "Diet_Seed" "Diet_Leaf" "Diet_Flower" "Diet_Stem" "Diet_Grass" "Diet_Woody" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "EIV_Light" "EIV_Temp" "EIV_Moisture" "Elev_Planar" "Elev_Colline" "Elev_Montane" "Elev_Subalpine" "Elev_Alpine" "Dispersal_ability" "Dispersal_km" "RangeSize_km2" "IUCN_status" "Riparian_sp" "BodyWidth_mm" "BodyHeight_mm" "Head_length_mm" "Head_width_mm" "Eye_area_mm2" "Antenna_length_mm" "Mandible_length_mm" "Proximal_mandible_width_mm" "Front_leg_length_mm" "Mid_leg_length_mm" "Hind_leg_length_mm" "Wing_morphology" "Elytra_length_mm" "Elytra_width_mm" "Wing_length_mm" "Wing_width_mm" "Wing_area_mm2" "Hairiness_total" "Colour_lightness" "Biotope_range" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Atomaria basalis" NA "Cryptophagidae" "Coleoptera" 1.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA NA 0 1 1 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Atomaria basalis Erichson, 1846" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria bella" NA "Cryptophagidae" "Coleoptera" 1.699 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA NA 0 1 1 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA 0.741 0.491 0.304 0.398 0.011 0.682 0.128 0.077 0.768 0.744 0.823 NA 1.105 0.359 2.7 0.918 2.198 55.666 93.37 NA "Atomaria bella Reitter, 1875" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria diluta" NA "Cryptophagidae" "Coleoptera" 2.365 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.778 0.532 0.414 0.426 0.011 0.911 0.106 0.029 0.655 0.62 0.683 NA 1.196 0.39 2.268 0.833 1.514 57.153 95.94 NA "Atomaria diluta Erichson, 1846" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria elongatula" NA "Cryptophagidae" "Coleoptera" 1.871 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.715 0.466 0.341 0.392 0.012 0.659 0.098 0.039 0.489 0.591 0.639 NA 1.116 0.356 2.135 0.704 1.256 59.784 112.38 NA "Atomaria elongatula Erichson, 1846" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria fuscata" NA "Cryptophagidae" "Coleoptera" 1.65 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA NA 0 1 1 0 0 0 0 0 NA NA 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Atomaria fuscata Schénherr, 1808" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria gibbula" NA "Cryptophagidae" "Coleoptera" 1.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA NA 0 1 1 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Atomaria gibbula Erichson, 1846" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria gutta" NA "Cryptophagidae" "Coleoptera" 1.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA NA 0 1 1 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Atomaria gutta Newman, 1834" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria lewisi" NA "Cryptophagidae" "Coleoptera" 1.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA NA 0 1 1 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Atomaria lewisi Reitter, 1877" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria linearis" NA "Cryptophagidae" "Coleoptera" 1.35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA NA 0 1 1 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Atomaria linearis Stephens, 1830" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria lohsei" NA "Cryptophagidae" "Coleoptera" 1.416 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.671 0.535 0.281 0.338 0.007 0.552 0.096 0.054 0.511 0.504 0.56 NA 0.931 0.337 1.806 0.617 0.924 57.597 NA NA "Atomaria lohsei Johnson & Strand, 1968" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria longicornis" NA "Cryptophagidae" "Coleoptera" 2.057 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.855 0.538 0.32 0.432 0.017 0.827 0.107 0.054 0.723 0.77 0.843 NA 1.35 0.393 2.773 1.053 2.399 49.994 114.51 NA "Atomaria longicornis Thomson, 1863" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria mesomela" NA "Cryptophagidae" "Coleoptera" 1.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA NA 0 1 1 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Atomaria mesomela (Herbst, 1792)" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria nigrirostris" NA "Cryptophagidae" "Coleoptera" 1.684 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.694 0.433 0.248 0.38 0.008 0.617 NA NA 0.615 0.509 0.622 NA 0.979 0.348 2.049 0.7 1.142 39.105 125.24 NA "Atomaria nigrirostris Stephens, 1830" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria nigriventris" NA "Cryptophagidae" "Coleoptera" 1.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA NA 0 1 1 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Atomaria nigriventris Stephens, 1830" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria ornata" NA "Cryptophagidae" "Coleoptera" 2.068 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.854 0.811 0.404 0.433 0.014 0.651 0.131 0.039 0.763 0.795 0.76 NA 1.301 0.401 2.63 0.925 1.938 19.555 126.46 NA "Atomaria ornata Heer, 1841" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria pulchra" NA "Cryptophagidae" "Coleoptera" 2.206 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.83 0.559 0.445 0.445 0.009 0.881 0.138 0.03 0.8 0.798 0.827 NA 1.284 0.418 2.826 0.991 2.227 37.263 91.01 NA "Atomaria pulchra Erichson, 1846" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria subangulata" NA "Cryptophagidae" "Coleoptera" 1.66 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.675 0.462 0.301 0.377 0.012 0.649 0.112 0.054 0.741 0.724 0.795 NA 1.136 0.326 3.403 0.924 3.157 42.712 NA NA "Atomaria subangulata J.Sahlberg, 1926" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria testacea" NA "Cryptophagidae" "Coleoptera" 1.45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA NA 0 1 1 0 0 0 0 0 NA NA 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Atomaria testacea Stephens, 1830" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria turgida" NA "Cryptophagidae" "Coleoptera" 1.966 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA NA 0 1 1 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA 0.888 0.703 0.409 0.407 0.014 0.718 0.116 0.033 0.709 0.652 0.695 NA 1.208 0.43 2.502 0.892 1.808 36.178 121.44 NA "Atomaria turgida Erichson, 1846" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atomaria umbrina" NA "Cryptophagidae" "Coleoptera" 1.854 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.796 0.589 0.305 0.414 0.013 0.716 0.145 0.039 0.605 0.665 0.667 NA 1.157 0.428 2 0.732 1.175 54.992 132.6 NA "Atomaria umbrina (Gyllenhal, 1827)" "SPECIES" "Atomaria" "Cryptophagidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atrecus affinis" NA "Staphylinidae" "Coleoptera" 8.391 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Carnivorous" NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.184 0.819 1.236 1.02 0.037 1.682 0.814 0.098 1.584 1.63 1.704 NA 1.181 0.536 4.248 1.53 4.852 7.423 140.77 NA "Atrecus affinis (Paykull, 1789)" "SPECIES" "Atrecus" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Atrecus pilicornis" NA "Staphylinidae" "Coleoptera" 6.475 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.149 0.726 1.084 0.994 0.038 1.55 0.921 0.43 1.515 1.458 1.659 NA 1.3 0.568 4.153 1.631 4.91 8.006 134.16 NA "Atrecus pilicornis (Paykull, 1790)" "SPECIES" "Atrecus" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Attagenus punctatus" NA "Dermestidae" "Coleoptera" 3.826 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.914 1.448 0.696 0.798 0.064 0.864 0.274 0.15 1.378 1.596 1.553 NA 3.032 0.936 3.9 1.763 5.755 49.024 113.93 NA "Attagenus punctatus (Scopoli, 1772)" "SPECIES" "Attagenus" "Dermestidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Attagenus schaefferi" NA "Dermestidae" "Coleoptera" 4.088 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.162 1.539 0.804 0.832 0.065 0.593 0.195 0.077 1.42 1.664 1.633 NA 3.057 1.012 3.786 1.669 5.026 44.669 111.53 NA "Attagenus schaefferi (Herbst, 1792)" "SPECIES" "Attagenus" "Dermestidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Aulacochilus chevrolati" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7218.36887114906 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Aulacochilus chevrolati Lucas, 1846" "SPECIES" "Aulacochilus" "Erotylidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Aulacopris matthewsi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.13952597418761 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Aulacopris matthewsi Storey, 1986" "SPECIES" "Aulacopris" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "VULNERABLE"
"Aulonium trisulcum" NA "Zopheridae" "Coleoptera" 5.351 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Carnivorous" NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.648 1.266 0.836 1.069 0.095 0.81 0.258 0.11 1.375 1.312 1.424 NA 3.403 0.784 5.121 1.919 7.626 14.627 113.83 NA "Aulonium trisulcum (Geoffroy, 1785)" "SPECIES" "Aulonium" "Zopheridae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Ausmontins jacobsi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 149.019950268401 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Ausmontins jacobsi Deschodt & Davis, 2018" "SPECIES" "Ausmontins" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Autalia rivularis" NA "Staphylinidae" "Coleoptera" 1.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Carnivorous" NA NA 1 0 0 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Autalia rivularis (Gravenhorst, 1802)" "SPECIES" "Autalia" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Axinopalpis barbarae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 862.110681491806 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Axinopalpis barbarae Sama, 1992" "SPECIES" "Axinopalpis" "Cerambycidae" "Coleoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Axinopalpis gracilis" NA "Cerambycidae" "Coleoptera" 5.752 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.489 1.136 0.753 1.096 0.166 7.29 0.553 0.25 2.217 2.54 3.447 NA 3.897 0.686 6.033 2.115 10.779 25.646 134.52 NA "Axinopalpis gracilis (Krynicki, 1832)" "SPECIES" "Axinopalpis" "Cerambycidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Axinotarsus marginalis" NA "Malachidae" "Coleoptera" 2.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA "oligophagous" 1 0 0 0 0 0 1 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Axinotarsus marginalis (Laporte de Castelnau, 1840)" "SPECIES" "Axinotarsus" "Melyridae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Axinotarsus pulicarius" NA "Malachidae" "Coleoptera" 3.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA "oligophagous" 1 0 0 0 0 0 1 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Axinotarsus pulicarius (Fabricius, 1777)" "SPECIES" "Axinotarsus" "Melyridae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Axinotarsus ruficollis" NA "Malachidae" "Coleoptera" 2.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA "polyphagous" 1 0 0 0 0 0 1 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Axinotarsus ruficollis (Olivier, 1790)" "SPECIES" "Axinotarsus" "Melyridae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Badister bullatus" "Badister" "Carabidae" "Coleoptera" 5 NA NA 4 6 NA NA NA 165 NA NA NA NA NA NA 0 0 0 1 "Cathemeral" NA "Carnivorous" NA "polyphagous" 1 0 0 0 0 0 0 0 NA NA 0 1 0 0 NA 0 0 0 1 1 1 0 1 1 0 0 1 0 0 0 1 NA NA 0.5 1 1 1 1 0 1 NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "eurytop" "Badister bullatus (Schrank, 1798)" "SPECIES" "Badister" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Badister collaris" "Badister" "Carabidae" "Coleoptera" 4.5 NA NA 4 5 NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 0 0 0 1 0 0 0 0 0 0 NA 0 0 0 NA NA NA NA 1 0 1 1 0 0 NA NA NA NA 3 NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "stenotop" "Badister collaris Motschulsky, 1844" "SPECIES" "Badister" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Badister dilatatus" "Badister" "Carabidae" "Coleoptera" 5 NA NA 5 5 NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 0 0 0 0 0 0 0 0 1 0 NA 1 0 0 NA NA NA NA 1 1 1 1 0 0 NA NA NA NA 4 NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "eurytop" "Badister dilatatus Chaudoir, 1837" "SPECIES" "Badister" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Badister lacertosus" "Badister" "Carabidae" "Coleoptera" 6.5 NA NA 6 7 NA NA NA 90 NA NA NA NA NA NA 0 0 0 1 "Cathemeral" NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 1 1 0 0 1 1 1 1 0 0 0 0 0 1 0 0 NA NA 0.75 1 1 1 1 0 0.333333333333333 NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "eurytop" "Badister lacertosus Sturm, 1815" "SPECIES" "Badister" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Badister meridionalis" "Badister" NA "Coleoptera" 6.5 NA NA 6 7 NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 1 0 0 0 0 0 0 0 0 0 NA 0 0 0 NA NA NA NA 0.75 1 1 1 1 0 NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "stenotop" "Badister meridionalis Puel, 1925" "SPECIES" "Badister" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Badister peltatus" NA "Carabidae" "Coleoptera" 4.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA NA "Badister peltatus (Panzer, 1796)" "SPECIES" "Badister" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Badister peltatus subsp. peltatus" "Badister" NA "Coleoptera" 4.5 NA NA 4 5 NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 1 0 0 0 0 0 0 0 0 0 NA 0 0 0 NA NA NA NA 1 1 1 1 0 0 NA NA NA NA 4 NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "stenotop" "Badister peltatus peltatus" "SUBSPECIES" "Badister" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_FOUND"
"Badister sodalis" "Badister" "Carabidae" "Coleoptera" 3.5 NA NA 3 4 NA NA NA 165 NA NA NA NA NA NA 0 0 0 1 "Cathemeral" NA "Carnivorous" NA "polyphagous" 1 NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 NA NA 0.5 1 1 1 1 0 0.333333333333333 NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA "dimorphy" NA NA NA NA NA NA NA "stenotop" "Badister sodalis (Duftschmid, 1812)" "SPECIES" "Badister" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
