"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "Growth" "Life_form" "Life_strategy" "Epiphyte" "Seta_caps" "Peristome" "Rhizoids" "Perm_proto" "Mating_type" "Sporophyte_freq" "Gen_length_y" "Seta_max_len_mm" "Gam_size_mm" "Spore_size_µm" "Veg_propagules" "Vp_max_size_µm" "Vp_gem" "Vp_tub" "Vp_bul" "Vp_lea" "vp_bra" "Vp_freq" "ROCKbet_substr" "WETsb_substr" "DRYsb_substr" "TUFAsb_substr" "CalROCKsb_substr" "CalrWETsb_substr" "CalrDRYsb_substr" "SilROCKsb_substr" "SilrWETsb_substr" "SilrDRYsb_substr" "HUMUSbet_substr" "HUMUSsb_substr" "BARKbet_substr" "BARKsb_substr" "DEADWbet_substr" "DEADWsb_substr" "nWOODYbet_substr" "nWOODYsb_substr" "ANIMALbet_substr" "ANIMALsb_substr" "MUDsb_substr" "SPECIALsb_substr" "EIVbet_Moisture" "EIVsb_Moisture" "EIVbet_pH" "EIVsb_pH" "EIVbet_Nutrients" "EIVbet_Na" "EIVbet_Temp" "EIVsb_Temp" "EIVbet_Light" "EIVsb_Light" "AnnuMeanTemp" "AnnuPrecip" "Elevation_low" "Elevation" "Elevation_up" "MISSING_ALL_TRAITS"
"Fissidens adianthoides aggr." "Fissidens adianthoides Hedw." "AGGREGATE" "accepted" "Fissidens adianthoides Hedw." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "alle LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 554259.994665706 "acrocarpous" "turf" "colonist" 0 "erect_to_inclined" 1 1 0 "both" "common" 6.7 18.64 110.33 21 0 644.8 0 0 0 0 0 "common" 1 1 19 0 0 2 3 0 0 0 1 0 1 1 1 3 0 0 0 0 0 0 8 3 7 4 4 0 3 3 0 2 5.45 711.5 0 0 0 "NO"
"Fissidens arcticus" "Fissidens arcticus Bryhn" "SPECIES" "accepted" "Fissidens arcticus Bryhn" "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "EN" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 138512.4110016 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "monoicous" "common" 6.7 9.96 4 20 0 358.4 0 0 0 0 0 "common" 0 5.2 40.82 0.38 2.64 4.48 17.12 1.52 1.4 2.74 1 2.78 0 0.46 0 1.64 0 0.08 0 0 0 0.12 5.6 2.56 6.68 4.12 4.24 0.28 4.08 3.08 6.6 3.24 -6.05 680.7 0 0 0 "NO"
"Fissidens arnoldii" "Fissidens arnoldii R.Ruthe" "SPECIES" "accepted" "Fissidens arnoldii R.Ruthe" "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "VU" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52076.6307784607 "acrocarpous" "turf" "shortLived_shuttle" 0 "erect" 1 1 0 "dioicous" "common" 6.7 8.27 3.5 15 0 627.88 0 0 0 0 0 "common" 1 4.88 18.56 1.4 2.5 16.24 24.4 0.46 2.92 3.24 0 0.32 0 0.84 0 0.48 0 0.04 0 0.08 0.04 0.12 8 3.16 8 4.64 5 0.28 7 3.88 6 3.12 8.65 699.5 0 200 400 "NO"
"Fissidens asplenioides" "Fissidens asplenioides Hedw." "SPECIES" "accepted" "Fissidens asplenioides Hedw." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22861.8901285707 "acrocarpous" "mat" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 6.7 4.85 20 9.75 0 472.8 0 0 0 0 0 "common" 1 0.32 3.8 0.08 0.36 1.68 3.04 0.12 0.28 1.36 1 0.16 0 0.64 0 0.16 0 0 0 0 0 0.04 5.32 2.6 6.48 3.28 4 0.08 8.04 4.04 5.76 3.4 16.15 1398.55 10 705 1400 "NO"
"Fissidens azoricus" "Fissidens azoricus (P.de la Varde) Bizot" "SPECIES" "accepted" "Fissidens azoricus (P.de la Varde) Bizot" "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.28413159854388 "acrocarpous" "mat" "colonist" 0 "erect" 1 1 0 "both" "common" 6.7 7.89 4.5 15.45 0 302.36 0 0 0 0 0 "common" 1 0.9 9.94 0.04 1.36 6.88 9.56 0.32 1.16 2.6 0 0.24 0 1.6 0 1.12 0 0 0 0.24 0 0.04 5.36 2.64 6.84 3.84 4.16 0.08 8.2 4.04 5.12 3.24 16.25 1932.6 325 362.5 400 "NO"
"Fissidens bryoides" "Fissidens bryoides Hedw." "SPECIES" "accepted" "Fissidens bryoides Hedw." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 519766.353290062 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "both" "common" 6.7 12.224 17.17 12 0 565.4 0 0 0 0 0 "common" 1 1 106 0 1 0 17 3 0 4 1 1 1 1 1 4 0 0 0 0 0 1 5 3 6 3.92 5 0 0 4 4 3 5.55 712.8 0 0 0 "NO"
"Fissidens bryoides aggr." "Fissidens bryoides Hedw." "AGGREGATE" "accepted" "Fissidens bryoides Hedw." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "CR bis LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 574589.898835839 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "both" "common" 6.7 11.18 17.17 12 0 681.6 0 0 0 0 0 "common" 1 1 106 0 1 0 17 3 0 4 1 1 1 1 1 4 0 0 0 0 0 1 5 3 6 4.16 5 0 0 4 4 3 5.55 712.8 0 0 0 "NO"
"Fissidens bryoides subsp. bryoides" "Fissidens bryoides subsp. bryoides" "SUBSPECIES" "accepted" "Fissidens bryoides subsp. bryoides" "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "LC" NA "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127674.591564658 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "common" 7.364 8.91 21.4064 13.76 0 308.76 0 0 0 0 0 "common" 1 9 71 0 2 0 1 1 1 4 1 0 0 0 0 0 0 0 0 0 0 0 5.64 3 5.4 3.12 3.76 0 5.56 4 5.44 3 10.042 995.394 114.4 420.7 606.6 "NO"
"Fissidens bryoides subsp. curnovii" "Fissidens bryoides subsp. curnovii (Mitt.) Dixon" "SUBSPECIES" "synonym" "Fissidens bryoides var. caespitans Schimp." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" NA "CR" NA NA 1 0 NA NA 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 349215.892170095 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "occasional" 6.428 8.76 14.2716 13.93 0 302.76 0 0 0 0 0 "common" 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 5.52 2.72 6.6 3.4 4.28 0 4.84 3.4 4.8 2.88 7.09 885.86 63.2 234.08 396.6 "NO"
"Fissidens bryoides var. bryoides" "Fissidens bryoides var. bryoides" "VARIETY" "accepted" "Fissidens bryoides var. bryoides" "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "FaunaEuropeae" NA NA NA NA "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36273.9594451968 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "common" 6.564 8.68 16.7532 15.23 0 288.84 0 0 0 0 0 "common" 1 2.6 22.12 0.32 1.08 4.72 9.64 0.66 1.56 3.16 1 1.72 0 6.28 0 8.2 0 0 0 0.04 0 0.12 5.4 2.96 5.52 3.4 3.92 0.04 5.36 3.28 5.32 2.96 8.454 922.522 111.2 409.5 712.4 "YES"
"Fissidens bryoides var. curnovii" "Fissidens bryoides var. curnovii (Mitt.) J.J.Amann" "VARIETY" "synonym" "Fissidens bryoides var. caespitans Schimp." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "FaunaEuropeae" "INN" NA "CR" NA NA 1 0 NA NA 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 298698.481138919 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "common" 6.964 5.84 24.4068 14.71 0 270.04 0 0 0 0 0 "common" 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 5.48 3.04 5.32 2.8 3.8 0 5.28 3.48 5.32 3 8.33 947.942 96.32 415 720.8 "NO"
"Fissidens celticus" "Fissidens celticus Paton" "SPECIES" "accepted" "Fissidens celticus Paton" "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "Yes" "VU" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 1 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 387537.807197842 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "EU_unknown" 6.7 12.14 52.3 13.62 1 162.84 0 1 0 0 0 "common" 1 0 6 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 2.68 0 0 0 0 2 9.55 1141.5 5 702.5 1400 "NO"
"Fissidens coacervatus" "Fissidens coacervatus Brugg.-Nann." "SPECIES" "accepted" "Fissidens coacervatus Brugg.-Nann." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "NT" "NEAR_THREATENED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2981.18468678367 "acrocarpous" "mat" "colonist" 0 "erect" 1 1 0 "monoicous" "common" 6.7 8 12.5 12.75 0 247.64 0 0 0 0 0 "common" 1 0.24 1.54 0 0.12 0.16 1.4 0.04 0.12 0.88 0 0 0 0.96 0 0.16 0 0 0 0 0 0 4.28 2.32 5.92 3 3.8 0 8 4.2 6.04 3.64 16.05 1273.7 400 687.5 975 "NO"
"Fissidens crassipes" "Fissidens crassipes Wilson ex Bruch & Schimp." "SPECIES" "accepted" "Fissidens crassipes Wilson ex Bruch & Schimp." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "CRITICALLY_ENDANGERED" 1 1 NA NA 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 181594.602242612 "acrocarpous" "turf" "longLived_shuttle" 0 "erect" 1 1 0 "both" "common" 16.7 9.52 25 23 0 414.68 0 0 0 0 0 "common" 1 2 2 4 7 102 8 0 3 1 1 0 1 1 1 1 0 0 0 0 0 0 8 5 8 5 6 0 6 4 8 4 5.65 709.6 0 0 0 "NO"
"Fissidens crassipes subsp. crassipes" "Fissidens crassipes subsp. crassipes" "SUBSPECIES" "accepted" "Fissidens crassipes subsp. crassipes" "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "LC" NA NA 1 1 NA NA 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 180190.200698996 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "common" 6.692 8.31 43.9332 16.84 0 386.24 0 0 0 0 0 "common" 1 0 2 2 0 33 9 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 7.84 5 7.32 5 5.28 0 5.96 4 5.88 4 9.518 923.346 86 442.3 809.8 "NO"
"Fissidens crassipes var. crassipes" "Fissidens crassipes var. crassipes" "VARIETY" "synonym" "Fissidens crassipes subsp. crassipes" "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "FaunaEuropeae" "INN" NA "LC" NA NA 0 1 NA NA 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 205625.381057973 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "common" 6.564 9.94 44.1676 15.5824 0 596.16 0 0 0 0 0 "common" 1 0 2 2 0 33 9 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 8 5 7.36 5 5.24 0 5.88 4 5.48 4 9.334 986.654 69.2 414.5 704.88 "NO"
"Fissidens crispus" "Fissidens crispus Mont." "SPECIES" "accepted" "Fissidens crispus Mont." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "VU" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 43301.3256531412 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "both" "common" 3.3 7.16 6.75 12.75 0 370.28 0 0 0 0 0 "common" 1 0 15 0 0 4 9 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 5 3 7 5 4.16 0 9 3 5 2 10.55 724.6 0 0 0 "NO"
"Fissidens curvatus" "Fissidens curvatus Hornsch." "SPECIES" "accepted" "Fissidens curvatus Hornsch." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "DD" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18035.1407234764 "acrocarpous" "mat" "colonist" 0 "erect" 1 1 0 "dioicous" "occasional" 6.7 7.02 3.88 15.5 0 377.76 0 0 0 0 0 "common" 0 1 9.24 0 0.68 0.6 1.68 0.24 0 0.88 1 0.2 0 1.16 0 0.04 0 0.04 0 0 0 0.12 4.84 2.52 5 3.12 4.04 0 8.4 4.64 4 3.32 15.75 757.1 100 350 600 "NO"
"Fissidens dubius" "Fissidens dubius P.Beauv." "SPECIES" "accepted" "Fissidens dubius P.Beauv." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 522565.063230959 "acrocarpous" "cushion" "perennial" 0 "inclined" 1 1 0 "both" "occasional" 16.7 14.92 35 13 1 600 1 1 0 0 0 "common" 1 17 362 4 24 72 281 0 17 41 1 15 1 24 0 30 0 0 0 0 0 0 4 3 8 4 5.28 0 4 3 0 3 5.75 731.5 0 0 0 "NO"
"Fissidens exilis" "Fissidens exilis Hedw." "SPECIES" "accepted" "Fissidens exilis Hedw." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "NEAR_THREATENED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 472306.500228692 "acrocarpous" "turf" "colonist" 0 "inclined" 1 1 0 "both" "common" 6.7 14.92 36.5 10.5 0 555.88 0 0 0 0 0 "common" 0 5 41 0 0 0 1 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 6 3 5 3 5 0 5 3 4 2 5.85 724.6 0 0 0 "NO"
"Fissidens fontanus" "Fissidens fontanus (Bach.Pyl.) Steud." "SPECIES" "accepted" "Fissidens fontanus (Bach.Pyl.) Steud." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "CR" "LC" "VULNERABLE" 0 1 NA NA 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 702544.117393771 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "monoicous" "rare" 6.7 5.724 30 18 1 424.48 0 0 0 0 1 "common" 1 0 0 0 0 6 1 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 9 5 4 2 7 0 6 4 7 4 9.25 746.7 0 300 600 "NO"
"Fissidens gracilifolius" "Fissidens gracilifolius Brugg.-Nann. & Nyholm" "SPECIES" "accepted" "Fissidens gracilifolius Brugg.-Nann. & Nyholm" "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "LC" "LC" "VULNERABLE" 1 0 NA NA 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 482661.3495355 "acrocarpous" "cushion" "colonist" 0 "erect" 1 1 0 "monoicous" "common" 6.7 4.93 13.75 10.25 0 642.36 0 0 0 0 0 "common" 1 1 4 1 2 16 35 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 6 3 9 5 4 0 4 4 3 2 6.15 715.8 0 0 0 "NO"
"Fissidens grandifrons" "Fissidens grandifrons Brid." "SPECIES" "accepted" "Fissidens grandifrons Brid." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "EN" "LC" NA 1 0 NA NA 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28895.6064081822 "acrocarpous" "turf" "perennial" 0 "erect" 1 1 0 "dioicous" "rare" 16.7 12.24 100 20 0 698.88 0 0 0 0 0 "common" 1 0 0 0 0 41 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 8 5 9 4.68 4 0 8 4 8 4 10.15 1254.5 10 505 1000 "NO"
"Fissidens gymnandrus" "Fissidens gymnandrus Buse" "SPECIES" "accepted" "Fissidens gymnandrus Buse" "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "NT" "LC" NA 0 1 NA NA 0 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 539549.378246514 "acrocarpous" "turf" "colonist" 0 "inclined" 1 1 0 "both" "common" 6.7 11.6 10 14.5 0 383.28 0 0 0 0 0 "common" 1 2 5 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 7 3 8 4 6 0 4 3 5 3 3.35 720.9 0 300 600 "NO"
"Fissidens jansenii" "Fissidens jansenii Sérgio & Pursell" "SPECIES" "accepted" "Fissidens jansenii Sérgio & Pursell" "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03476663779966 "acrocarpous" "turf" "longLived_shuttle" 0 "erect" 1 1 0 "monoicous" "common" 16.7 4.14 10 27 0 391.28 0 0 0 0 0 "common" 1 0.12 1.36 1.16 0.08 1.6 2.5 0 0.5 1.96 0 0.04 0 0.32 0 0.32 0 0 0 0.04 0 0 4.96 2.72 5.6 3.2 3.52 0.08 6.6 3.76 6.4 3.68 14.25 1471.4 1100 1100 1100 "NO"
"Fissidens microstictus" "Fissidens microstictus Dixon & Luisier" "SPECIES" "accepted" "Fissidens microstictus Dixon & Luisier" "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "EX" "EXTINCT" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16.4744337976341 "acrocarpous" "mat" "colonist" 0 "erect" 1 1 0 "dioicous" "common" 6.564 6.72 23.4972 17.18 0 346.68 0 0 0 0 0 "common" 1 0.44 3.4 0.08 0.52 2.92 4.92 0.08 0.52 1.04 0 0.08 0 1.4 0 0.92 0 0 0 0.08 0 0.04 5.4 2.72 6 3.48 3.96 0.12 8 4.16 5.4 3.04 17.55 1847.6 78 195.5 313 "NO"
"Fissidens monguillonii" "Fissidens monguillonii Thér." "SPECIES" "accepted" "Fissidens monguillonii Thér." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "DD" "VULNERABLE" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 24133.6922005145 "acrocarpous" "turf" "colonist" 1 "erect" 1 1 0 "both" "occasional" 6.7 6.63 17.5 16 0 401.52 0 0 0 0 0 "common" 1 1.4 7.6 0 0.28 1.14 2.44 0.36 2.32 4.52 1 1.4 0 21.36 0 3.52 1 0.04 0 0.12 0.04 0.04 8 3.32 4 2.44 4.04 0 8 4.08 4 2.4 9.85 1233.8 10 655 1300 "NO"
"Fissidens nobreganus" "Fissidens nobreganus Luisier & P.de la Varde" "SPECIES" "accepted" "Fissidens nobreganus Luisier & P.de la Varde" "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 308.496737898554 "acrocarpous" "turf" "colonist" 1 "erect" 1 1 0 "monoicous" "common" 6.7 6.43 12.65 16.04 0 404 0 0 0 0 0 "common" 0 0.32 4.56 0.04 0.24 1.68 4.34 0.16 0.32 3.24 0 0.4 1 43.48 0 4.24 0 0.12 0 0 0 0.04 4.92 2.64 5.52 2.56 5.04 0.08 7.12 3.96 5.4 2.74 14.75 2355.7 750 1025 1300 "NO"
"Fissidens osmundoides" "Fissidens osmundoides Hedw." "SPECIES" "accepted" "Fissidens osmundoides Hedw." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 482703.036837926 "acrocarpous" "turf" "colonist" 0 "erect_to_inclined" 1 1 0 "dioicous" "occasional" 6.7 20.16 79 19.5 1 744.48 0 1 0 0 0 "common" 1 30 45 0 1 4 3 1 14 3 1 11 1 1 1 1 0 0 0 0 0 0 8 4 5 3 3 0 2 2.32 0 3 4.55 734.6 0 0 0 "NO"
"Fissidens ovatifolius" "Fissidens ovatifolius R.Ruthe" "SPECIES" "accepted" "Fissidens ovatifolius R.Ruthe" "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "DD" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7509.10568705971 "acrocarpous" "turf" "longLived_shuttle" 0 "erect" 1 1 0 "monoicous" "common" 16.7 6.24 13.5 13.5 0 502 0 0 0 0 0 "common" 1 1.6 9.04 1.8 2.72 9.04 26.0066666666667 0.24 0.68 6.6 0 0.56 0 2.6 0 0.64 0 0 0 0 0 0.2 3.92 2.36 7.68 4.48 4.64 0.48 8.2 4.08 7.12 3.64 16.15 654.8 0 0 0 "NO"
"Fissidens polyphyllus" "Fissidens polyphyllus Wilson ex Bruch & Schimp." "SPECIES" "accepted" "Fissidens polyphyllus Wilson ex Bruch & Schimp." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "VULNERABLE" 0 1 NA NA 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63237.2945842078 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "both" "rare" 16.7 22.04 150 13.75 1 629.44 1 1 0 0 0 "occasional" 1 21.98 82.28 1.26 4.04 43.68 25.2266666666667 3.26 21.8 7.56 1 18.88 0 4.32 0 6.1 0 0.28 0 0.08 0.32 0.44 8.04 4.68 3 3.04 4.8 0 5.2 3.12 2 3.08 12.85 1254.3 10 955 1900 "NO"
"Fissidens pusillus" "Fissidens pusillus (Wilson) Milde" "SPECIES" "accepted" "Fissidens pusillus (Wilson) Milde" "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "VULNERABLE" 1 0 NA NA 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 304499.773741028 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "both" "common" 3.3 7.084 7.33 13 0 416.48 0 0 0 0 0 "common" 1 0 0 0 2 14 8 1 1 4 0 0 0 0 0 0 0 0 0 0 0 0 6 3 6 5 3 0 4 3 3 2 5.65 731.8 0 0 0 "NO"
"Fissidens rivularis" "Fissidens rivularis (Spruce) Schimp." "SPECIES" "accepted" "Fissidens rivularis (Spruce) Schimp." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "EN" "NT" NA 0 1 NA NA 1 1 1 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 236791.09867766 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "monoicous" "occasional" 6.7 5.41 15 17.75 0 290.76 0 0 0 0 0 "common" 1 0 1 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 9 5 8 5 5 0 7 4 4 2 10.25 971.1 15 507.5 1000 "NO"
"Fissidens rufulus" "Fissidens rufulus Schimp." "SPECIES" "accepted" "Fissidens rufulus Schimp." "Fissidens" "Fissidentaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "NT" "LC" "REGIONALLY_EXTINCT" 0 1 NA NA 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 250556.578410253 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "occasional" 6.7 7.81 20 18 0 327.84 0 0 0 0 0 "common" 1 3 1 1 0 37 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 5 8 5 4 0 6 4 7 4 8.65 927 40 720 1400 "NO"
