species,genus,family,order,class,scheme
Cantharellus xanthopus,Craterellus,Hydnaceae,Cantharellales,Agaricomycetes,terrestrial
Cantharis decipiens,Cantharis,Cantharidae,Coleoptera,Insecta,terrestrial
Cantharis fusca,Cantharis,Cantharidae,Coleoptera,Insecta,terrestrial
Cantharis livida,Cantharis,Cantharidae,Coleoptera,Insecta,terrestrial
Cantharis nigricans,Cantharis,Cantharidae,Coleoptera,Insecta,terrestrial
Cantharis pallida,Cantharis,Cantharidae,Coleoptera,Insecta,terrestrial
Cantharis pellucida,Cantharis,Cantharidae,Coleoptera,Insecta,terrestrial
Cantharis rufa,Cantharis,Cantharidae,Coleoptera,Insecta,terrestrial
Cantharis rustica,Cantharis,Cantharidae,Coleoptera,Insecta,terrestrial
Cantharis tristis,Cantharis,Cantharidae,Coleoptera,Insecta,terrestrial
Capitotricha bicolor,Capitotricha,Lachnaceae,Helotiales,Leotiomycetes,terrestrial
Capitotricha rubi,Capitotricha,Lachnaceae,Helotiales,Leotiomycetes,terrestrial
Capnia nigra,Capnia,Capniidae,Plecoptera,Insecta,terrestrial
Capnia vidua,Capnia,Capniidae,Plecoptera,Insecta,aquatic
Capnioneura nemuroides,Capnioneura,Capniidae,Plecoptera,Insecta,aquatic
Capra ibex,Capra,Bovidae,Artiodactyla,Mammalia,terrestrial
Capreolus capreolus,Capreolus,Cervidae,Artiodactyla,Mammalia,terrestrial
Caprimulgus europaeus,Caprimulgus,Caprimulgidae,Caprimulgiformes,Aves,terrestrial
Capsella rubella,Capsella,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Carabus auratus auratus,Carabus,Carabidae,Coleoptera,Insecta,terrestrial
Carabus auronitens auronitens,Carabus,Carabidae,Coleoptera,Insecta,terrestrial
Carabus cancellatus,Carabus,Carabidae,Coleoptera,Insecta,terrestrial
Carabus convexus convexus,Carabus,Carabidae,Coleoptera,Insecta,terrestrial
Carabus coriaceus coriaceus,Carabus,Carabidae,Coleoptera,Insecta,terrestrial
Carabus depressus depressus,Carabus,Carabidae,Coleoptera,Insecta,terrestrial
Carabus glabratus,Carabus,Carabidae,Coleoptera,Insecta,terrestrial
Carabus granulatus granulatus,Carabus,Carabidae,Coleoptera,Insecta,terrestrial
Carabus intricatus intricatus,Carabus,Carabidae,Coleoptera,Insecta,terrestrial
Carabus monilis,Carabus,Carabidae,Coleoptera,Insecta,terrestrial
Carabus nemoralis nemoralis,Carabus,Carabidae,Coleoptera,Insecta,terrestrial
Carabus problematicus,Carabus,Carabidae,Coleoptera,Insecta,terrestrial
Carabus problematicus harcyniae,Carabus,Carabidae,Coleoptera,Insecta,terrestrial
Carabus sylvestris sylvestris,Carabus,Carabidae,Coleoptera,Insecta,terrestrial
Carabus violaceus,Carabus,Carabidae,Coleoptera,Insecta,terrestrial
Caradrina morpheus,Caradrina,Noctuidae,Lepidoptera,Insecta,terrestrial
Carassius auratus,Carassius,Cyprinidae,Cypriniformes,Actinopterygii,aquatic
Carassius carassius,Carassius,Cyprinidae,Cypriniformes,Actinopterygii,aquatic
Carcharodus alceae,Carcharodus,Hesperiidae,Lepidoptera,Insecta,terrestrial
Cardamine alpina,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardamine amara,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardamine amara amara,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardamine bulbifera,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardamine dentata,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardamine flexuosa,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardamine heptaphylla,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardamine hirsuta,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardamine impatiens,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardamine kitaibelii,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardamine nemorosa,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardamine occulta,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardamine pentaphyllos,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardamine pratensis,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardamine resedifolia,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardamine trifolia,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardaminopsis arenosa,Arabidopsis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardaminopsis arenosa arenosa,Arabidopsis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardaminopsis halleri,Arabidopsis,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardaria draba,Lepidium,Brassicaceae,Brassicales,Magnoliopsida,terrestrial
Cardiophorus erichsoni,Cardiophorus,Elateridae,Coleoptera,Insecta,terrestrial
Cardiophorus nigerrimus,Cardiophorus,Elateridae,Coleoptera,Insecta,terrestrial
Cardiophorus rufipes,Cardiophorus,Elateridae,Coleoptera,Insecta,terrestrial
Carduelis carduelis,Carduelis,Fringillidae,Passeriformes,Aves,terrestrial
Carduelis citrinella,Carduelis,Fringillidae,Passeriformes,Aves,terrestrial
Carduus crispus,Carduus,Asteraceae,Asterales,Magnoliopsida,terrestrial
Carduus defloratus,Carduus,Asteraceae,Asterales,Magnoliopsida,terrestrial
Carduus nutans,Carduus,Asteraceae,Asterales,Magnoliopsida,terrestrial
Carduus nutans nutans,Carduus,Asteraceae,Asterales,Magnoliopsida,terrestrial
Carduus personata,Carduus,Asteraceae,Asterales,Magnoliopsida,terrestrial
Carex acuta,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex acutiformis,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex alba,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex appropinquata,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex atrata,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex atrata aterrima,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex atrata atrata,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex bicolor,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex brachystachys,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex brizoides,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex brunnescens,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex buxbaumii,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex canescens,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex capillaris,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex caryophyllea,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex chordorrhiza,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex curvula,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex curvula curvula,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex davalliana,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex demissa,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex diandra,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex digitata,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex dioica,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex distans,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex disticha,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex divulsa,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex echinata,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex elata,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex elongata,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex ericetorum,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex ferruginea,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex fimbriata,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex firma,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex flacca,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex flava,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex foetida,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex frigida,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex fritschii,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex halleriana,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex hartmanii,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex hirta,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex hostiana,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex humilis,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex lachenalii,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex lasiocarpa,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex leersii,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex lepidocarpa,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex leporina,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex limosa,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex liparocarpos,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex maritima,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex microglochin,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex montana,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex mucronata,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex nigra,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex ornithopoda,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex ornithopodioides,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex otrubae,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex pairae,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex pallescens,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex panicea,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex paniculata,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex parviflora,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex pauciflora,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex paupercula,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex pendula,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex pilosa,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex pilulifera,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex pseudocyperus,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex pulicaris,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex remota,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex riparia,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex rostrata,Carex,Cyperaceae,Poales,Liliopsida,aquatic
Carex rupestris,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex sempervirens,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex spicata,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex strigosa,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex sylvatica,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex tomentosa,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex umbrosa,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex vaginata,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex vesicaria,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex viridula,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex vulpina,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carex vulpinoidea,Carex,Cyperaceae,Poales,Liliopsida,terrestrial
Carlina acaulis,Carlina,Asteraceae,Asterales,Magnoliopsida,terrestrial
Carlina acaulis acaulis,Carlina,Asteraceae,Asterales,Magnoliopsida,terrestrial
Carlina biebersteinii,Carlina,Asteraceae,Asterales,Magnoliopsida,terrestrial
Carlina biebersteinii biebersteinii,Carlina,Asteraceae,Asterales,Magnoliopsida,terrestrial
Carlina vulgaris,Carlina,Asteraceae,Asterales,Magnoliopsida,terrestrial
Carpesium cernuum,Carpesium,Asteraceae,Asterales,Magnoliopsida,terrestrial
Carpinus betulus,Carpinus,Betulaceae,Fagales,Magnoliopsida,terrestrial
Carpodacus erythrinus,Carpodacus,Fringillidae,Passeriformes,Aves,terrestrial
Carterocephalus palaemon,Carterocephalus,Hesperiidae,Lepidoptera,Insecta,terrestrial
Carum carvi,Carum,Apiaceae,Apiales,Magnoliopsida,terrestrial
Carychium minimum,Carychium,Ellobiidae,Ellobiida,Gastropoda,terrestrial
Carychium tridentatum,Carychium,Ellobiidae,Ellobiida,Gastropoda,terrestrial
Castanea sativa,Castanea,Fagaceae,Fagales,Magnoliopsida,terrestrial
Castor fiber,Castor,Castoridae,Rodentia,Mammalia,aquatic
Catabrosa aquatica,Catabrosa,Poaceae,Poales,Liliopsida,aquatic
Catapodium rigidum,Catapodium,Poaceae,Poales,Liliopsida,terrestrial
Catapyrenium squamulosum,Catapyrenium,Verrucariaceae,Verrucariales,Eurotiomycetes,terrestrial
Catathelasma imperiale,Catathelasma,Biannulariaceae,Agaricales,Agaricomycetes,terrestrial
Catephia alchymista,Catephia,Erebidae,Lepidoptera,Insecta,terrestrial
Catillaria nigroclavata,Catillaria,Catillariaceae,Lecanorales,Lecanoromycetes,terrestrial
Catillaria pulverea,Megalaria,Ramalinaceae,Lecanorales,Lecanoromycetes,terrestrial
Catocala electa,Catocala,Erebidae,Lepidoptera,Insecta,terrestrial
Catocala fraxini,Catocala,Erebidae,Lepidoptera,Insecta,terrestrial
Catocala nupta,Catocala,Erebidae,Lepidoptera,Insecta,terrestrial
Catocala promissa,Catocala,Erebidae,Lepidoptera,Insecta,terrestrial
Catocala puerpera,Catocala,Erebidae,Lepidoptera,Insecta,terrestrial
Catocala sponsa,Catocala,Erebidae,Lepidoptera,Insecta,terrestrial
Catoscopium nigritum,Catoscopium,Catoscopiaceae,Catoscopiales,Bryopsida,terrestrial
Caucalis platycarpos,Caucalis,Apiaceae,Apiales,Magnoliopsida,terrestrial
Causa holosericea,Causa,Helicidae,Stylommatophora,Gastropoda,terrestrial
Cecilioides acicula,Cecilioides,Ferussaciidae,Stylommatophora,Gastropoda,terrestrial
Celaena leucostigma,Helotropha,Noctuidae,Lepidoptera,Insecta,terrestrial
Celastrina argiolus,Celastrina,Lycaenidae,Lepidoptera,Insecta,terrestrial
Celtis australis,Celtis,Cannabaceae,Rosales,Magnoliopsida,terrestrial
Centaurea cyanus,Centaurea,Asteraceae,Asterales,Magnoliopsida,terrestrial
Centaurea jacea,Centaurea,Asteraceae,Asterales,Magnoliopsida,terrestrial
Centaurea jacea angustifolia,Centaurea,Asteraceae,Asterales,Magnoliopsida,terrestrial
Centaurea montana,Centaurea,Asteraceae,Asterales,Magnoliopsida,terrestrial
Centaurea nemoralis,Centaurea,Asteraceae,Asterales,Magnoliopsida,terrestrial
Centaurea nervosa,Centaurea,Asteraceae,Asterales,Magnoliopsida,terrestrial
Centaurea nigrescens,Centaurea,Asteraceae,Asterales,Magnoliopsida,terrestrial
Centaurea pseudophrygia,Centaurea,Asteraceae,Asterales,Magnoliopsida,terrestrial
Centaurea scabiosa,Centaurea,Asteraceae,Asterales,Magnoliopsida,terrestrial
Centaurea scabiosa alpestris,Centaurea,Asteraceae,Asterales,Magnoliopsida,terrestrial
Centaurea stoebe,Centaurea,Asteraceae,Asterales,Magnoliopsida,terrestrial
Centaurea triumfettii,Centaurea,Asteraceae,Asterales,Magnoliopsida,terrestrial
Centaurea valesiaca,Centaurea,Asteraceae,Asterales,Angiospermae,terrestrial
Centaurium erythraea,Centaurium,Gentianaceae,Gentianales,Magnoliopsida,terrestrial
Centaurium pulchellum,Centaurium,Gentianaceae,Gentianales,Magnoliopsida,terrestrial
Centranthus ruber,Centranthus,Caprifoliaceae,Dipsacales,Magnoliopsida,terrestrial
Centromerita bicolor,Centromerita,Linyphiidae,Araneae,Arachnida,terrestrial
Centromerus serratus,Centromerus,Linyphiidae,Araneae,Arachnida,terrestrial
Centromerus sylvaticus,Centromerus,Linyphiidae,Araneae,Arachnida,terrestrial
Centroptilum luteolum,Centroptilum,Baetidae,Ephemeroptera,Insecta,aquatic
Cepaea hortensis,Cepaea,Helicidae,Stylommatophora,Gastropoda,terrestrial
Cepaea nemoralis,Cepaea,Helicidae,Stylommatophora,Gastropoda,terrestrial
Cephalanthera damasonium,Cephalanthera,Orchidaceae,Asparagales,Liliopsida,terrestrial
Cephalanthera longifolia,Cephalanthera,Orchidaceae,Asparagales,Liliopsida,terrestrial
Cephalanthera rubra,Cephalanthera,Orchidaceae,Asparagales,Liliopsida,terrestrial
Cephalaria alpina,Cephalaria,Caprifoliaceae,Dipsacales,Magnoliopsida,terrestrial
Cephalozia albescens,Fuscocephaloziopsis,Cephaloziaceae,Jungermanniales,Jungermanniopsida,terrestrial
Cephalozia bicuspidata,Cephalozia,Cephaloziaceae,Jungermanniales,Jungermanniopsida,terrestrial
Cephalozia connivens,Fuscocephaloziopsis,Cephaloziaceae,Jungermanniales,Jungermanniopsida,terrestrial
Cephalozia connivens connivens,Cephalozia,Cephaloziaceae,Jungermanniales,Jungermanniopsida,terrestrial
Cephalozia curvifolia,Nowellia,Cephaloziaceae,Jungermanniales,Jungermanniopsida,terrestrial
Cephalozia lunulifolia,Fuscocephaloziopsis,Cephaloziaceae,Jungermanniales,Jungermanniopsida,terrestrial
Cephalozia pleniceps,Fuscocephaloziopsis,Cephaloziaceae,Jungermanniales,Jungermanniopsida,terrestrial
Cephaloziella divaricata,Cephaloziella,Cephaloziellaceae,Jungermanniales,Jungermanniopsida,terrestrial
Ceraclea albimacula,Ceraclea,Leptoceridae,Trichoptera,Insecta,terrestrial
Ceraclea dissimilis,Ceraclea,Leptoceridae,Trichoptera,Insecta,terrestrial
Cerambyx cerdo,Cerambyx,Cerambycidae,Coleoptera,Insecta,terrestrial
Cerambyx scopolii,Cerambyx,Cerambycidae,Coleoptera,Insecta,terrestrial
Cerapteryx graminis,Cerapteryx,Noctuidae,Lepidoptera,Insecta,terrestrial
Cerastis leucographa,Cerastis,Noctuidae,Lepidoptera,Insecta,terrestrial
Cerastis rubricosa,Cerastis,Noctuidae,Lepidoptera,Insecta,terrestrial
Cerastium alpinum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium arvense,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium arvense arvense,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium brachypetalum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium brachypetalum brachypetalum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium cerastoides,Dichodon,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium fontanum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium fontanum fontanum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium fontanum lucorum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium fontanum vulgare,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium glomeratum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium glutinosum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium latifolium,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium pedunculatum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium pumilum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium semidecandrum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium tomentosum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Cerastium uniflorum,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Ceratina chalybea,Ceratina,Apidae,Hymenoptera,Insecta,terrestrial
Ceratina cucurbitina,Ceratina,Apidae,Hymenoptera,Insecta,terrestrial
Ceratina cyanea,Ceratina,Apidae,Hymenoptera,Insecta,terrestrial
Ceratinella brevipes,Ceratinella,Linyphiidae,Araneae,Arachnida,terrestrial
Ceratinella brevis,Ceratinella,Linyphiidae,Araneae,Arachnida,terrestrial
Ceratinella scabrosa,Ceratinella,Linyphiidae,Araneae,Arachnida,terrestrial
Ceratiomyxa fruticulosa,Ceratiomyxa,Ceratiomyxaceae,Ceratiomyxales,Protosteliomycetes,terrestrial
Ceratodon purpureus,Ceratodon,Ditrichaceae,Dicranales,Bryopsida,terrestrial
Ceratodon purpureus purpureus,Ceratodon,Ditrichaceae,Dicranales,Bryopsida,terrestrial
Ceratophyllum demersum,Ceratophyllum,Ceratophyllaceae,Ceratophyllales,Magnoliopsida,aquatic
Ceratophyllum submersum,Ceratophyllum,Ceratophyllaceae,Ceratophyllales,Magnoliopsida,aquatic
Cercis siliquastrum,Cercis,Fabaceae,Fabales,Magnoliopsida,terrestrial
Ceriagrion tenellum,Ceriagrion,Coenagrionidae,Odonata,Insecta,terrestrial
Cerinthe glabra,Cerinthe,Boraginaceae,Boraginales,Magnoliopsida,terrestrial
Ceriporia excelsa,Ceriporia,Irpicaceae,Polyporales,Agaricomycetes,terrestrial
Ceriporia purpurea,Ceriporia,Irpicaceae,Polyporales,Agaricomycetes,terrestrial
Ceriporia reticulata,Ceriporia,Irpicaceae,Polyporales,Agaricomycetes,terrestrial
Ceriporia viridans,Ceriporia,Irpicaceae,Polyporales,Agaricomycetes,terrestrial
Ceriporiopsis gilvescens,Mycoacia,Meruliaceae,Polyporales,Agaricomycetes,terrestrial
Ceriporiopsis mucida,Ceriporiopsis,Meruliaceae,Polyporales,Agaricomycetes,terrestrial
Cerocorticium molare,Radulomyces,Radulomycetaceae,Agaricales,Agaricomycetes,terrestrial
Cerrena unicolor,Cerrena,Cerrenaceae,Polyporales,Agaricomycetes,terrestrial
Certhia brachydactyla,Certhia,Certhiidae,Passeriformes,Aves,terrestrial
Certhia familiaris,Certhia,Certhiidae,Passeriformes,Aves,terrestrial
Cerura vinula,Cerura,Notodontidae,Lepidoptera,Insecta,terrestrial
Cervus elaphus,Cervus,Cervidae,Artiodactyla,Mammalia,terrestrial
Cervus nippon,Cervus,Cervidae,Artiodactyla,Mammalia,terrestrial
Cetonia aurata,Cetonia,Scarabaeidae,Coleoptera,Insecta,terrestrial
Cetraria aculeata,Cetraria,Parmeliaceae,Lecanorales,Lecanoromycetes,terrestrial
Cetraria chlorophylla,Nephromopsis,Parmeliaceae,Lecanorales,Lecanoromycetes,terrestrial
Cetraria cucullata,Nephromopsis,Parmeliaceae,Lecanorales,Lecanoromycetes,terrestrial
Cetraria ericetorum,Cetraria,Parmeliaceae,Lecanorales,Lecanoromycetes,terrestrial
Cetraria islandica,Cetraria,Parmeliaceae,Lecanorales,Lecanoromycetes,terrestrial
Cetraria nivalis,Nephromopsis,Parmeliaceae,Lecanorales,Lecanoromycetes,terrestrial
Cetrelia cetrarioides,Cetrelia,Parmeliaceae,Lecanorales,Lecanoromycetes,terrestrial
